settlement_date,settlement_period,start_time_utc,cutoff_utc,model,model_version,created_at,p10,p50,p90
2026-09-27,8,2026-09-27T02:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-32.0540,-0.4600,36.9100
2026-09-27,9,2026-09-27T03:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-32.1370,-0.4400,39.1800
2026-09-27,10,2026-09-27T03:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-31.0870,0.6100,40.2300
2026-09-27,11,2026-09-27T04:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-24.9350,10.3500,51.9860
2026-09-27,12,2026-09-27T04:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-14.7950,20.4900,62.1260
2026-09-27,13,2026-09-27T05:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-25.4300,11.6100,53.6460
2026-09-27,14,2026-09-27T05:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-26.4800,10.5600,52.5960
2026-09-27,15,2026-09-27T06:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-31.9520,7.9200,55.6140
2026-09-27,16,2026-09-27T06:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-30.5120,9.3600,57.0540
2026-09-27,17,2026-09-27T07:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-47.5170,7.7800,62.6810
2026-09-27,18,2026-09-27T07:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-41.6270,13.6700,68.5710
2026-09-27,19,2026-09-27T08:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-71.4390,3.0700,83.3710
2026-09-27,20,2026-09-27T08:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-73.3890,1.1200,81.4210
2026-09-27,21,2026-09-27T09:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-90.7050,0.1100,84.8920
2026-09-27,22,2026-09-27T09:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-91.6850,-0.8700,83.9120
2026-09-27,23,2026-09-27T10:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-102.0180,-2.8600,92.4790
2026-09-27,24,2026-09-27T10:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-101.9680,-2.8100,92.5290
2026-09-27,25,2026-09-27T11:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-99.6730,-3.8200,89.2380
2026-09-27,26,2026-09-27T11:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-100.3730,-4.5200,88.5380
2026-09-27,27,2026-09-27T12:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-91.3860,-3.2300,90.6600
2026-09-27,28,2026-09-27T12:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-93.1460,-4.9900,88.9000
2026-09-27,29,2026-09-27T13:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-93.1450,-7.1900,79.1210
2026-09-27,30,2026-09-27T13:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-97.8350,-11.8800,74.4310
2026-09-27,31,2026-09-27T14:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-97.6460,-16.3400,71.7730
2026-09-27,32,2026-09-27T14:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-93.4460,-12.1400,75.9730
2026-09-27,33,2026-09-27T15:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-84.5380,-19.0300,53.9520
2026-09-27,34,2026-09-27T15:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,-27.3180,38.1900,111.1720
2026-09-27,35,2026-09-27T16:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,58.9770,103.7000,160.5710
2026-09-27,36,2026-09-27T16:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,89.4370,134.1600,191.0310
2026-09-27,37,2026-09-27T17:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,130.4340,175.5700,225.2950
2026-09-27,38,2026-09-27T17:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,134.5640,179.7000,229.4250
2026-09-27,39,2026-09-27T18:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,154.2710,187.7100,230.8170
2026-09-27,40,2026-09-27T18:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,162.2110,195.6500,238.7570
2026-09-27,41,2026-09-27T19:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,164.9230,196.9100,235.6460
2026-09-27,42,2026-09-27T19:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,163.1430,195.1300,233.8660
2026-09-27,43,2026-09-27T20:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,166.7440,197.8300,232.5790
2026-09-27,44,2026-09-27T20:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,161.8240,192.9100,227.6590
2026-09-27,45,2026-09-27T21:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,155.8160,180.2700,209.3080
2026-09-27,46,2026-09-27T21:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,137.0860,161.5400,190.5780
2026-09-27,47,2026-09-27T22:00:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,134.0630,162.1900,190.8820
2026-09-27,48,2026-09-27T22:30:00Z,2026-09-26T08:00:00Z,seasonal_naive,baseline,2026-09-26T13:47:38Z,122.9630,151.0900,179.7820
