settlement_date,settlement_period,start_time_utc,cutoff_utc,model,model_version,created_at,p10,p50,p90
2026-09-25,44,2026-09-25T20:30:00Z,2026-09-24T08:00:00Z,lgbm_quantile,model-v1,2026-09-24T14:16:11Z,109.4724,147.2512,176.4165
2026-09-25,45,2026-09-25T21:00:00Z,2026-09-24T08:00:00Z,lgbm_quantile,model-v1,2026-09-24T14:16:11Z,108.8739,145.3054,172.9924
2026-09-25,46,2026-09-25T21:30:00Z,2026-09-24T08:00:00Z,lgbm_quantile,model-v1,2026-09-24T14:16:11Z,106.8239,140.3835,169.3421
2026-09-25,47,2026-09-25T22:00:00Z,2026-09-24T08:00:00Z,lgbm_quantile,model-v1,2026-09-24T14:16:11Z,95.5454,132.1412,163.6664
2026-09-25,48,2026-09-25T22:30:00Z,2026-09-24T08:00:00Z,lgbm_quantile,model-v1,2026-09-24T14:16:11Z,92.6972,130.9920,167.8712
2026-09-25,1,2026-09-24T23:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,91.4030,121.6800,150.6630
2026-09-25,2,2026-09-24T23:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,92.3630,122.6400,151.6230
2026-09-25,3,2026-09-25T00:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,91.5850,120.2300,149.0720
2026-09-25,4,2026-09-25T00:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,90.2350,118.8800,147.7220
2026-09-25,5,2026-09-25T01:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,85.6470,117.9500,150.7500
2026-09-25,6,2026-09-25T01:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,88.2470,120.5500,153.3500
2026-09-25,7,2026-09-25T02:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,82.6770,115.1200,152.4900
2026-09-25,8,2026-09-25T02:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,84.7170,117.1600,154.5300
2026-09-25,9,2026-09-25T03:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,86.7350,121.4100,161.0300
2026-09-25,10,2026-09-25T03:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,88.7550,123.4300,163.0500
2026-09-25,11,2026-09-25T04:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,92.5690,129.3500,170.2330
2026-09-25,12,2026-09-25T04:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,103.9790,140.7600,181.6430
2026-09-25,13,2026-09-25T05:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,109.4450,146.9800,187.2580
2026-09-25,14,2026-09-25T05:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,128.4050,165.9400,206.2180
2026-09-25,15,2026-09-25T06:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,125.4040,167.7800,215.0470
2026-09-25,16,2026-09-25T06:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,120.3240,162.7000,209.9670
2026-09-25,17,2026-09-25T07:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,78.5850,136.0700,190.9710
2026-09-25,18,2026-09-25T07:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,66.4350,123.9200,178.8210
2026-09-25,19,2026-09-25T08:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,26.8060,102.5900,175.0240
2026-09-25,20,2026-09-25T08:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,13.4060,89.1900,161.6240
2026-09-25,21,2026-09-25T09:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-30.9720,60.9500,144.3520
2026-09-25,22,2026-09-25T09:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-41.3720,50.5500,133.9520
2026-09-25,23,2026-09-25T10:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-85.8630,16.0900,104.3980
2026-09-25,24,2026-09-25T10:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-94.3530,7.6000,95.9080
2026-09-25,25,2026-09-25T11:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-93.6930,9.5400,98.9980
2026-09-25,26,2026-09-25T11:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-94.4330,8.8000,98.2580
2026-09-25,27,2026-09-25T12:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-83.2420,9.4700,97.1390
2026-09-25,28,2026-09-25T12:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-82.3320,10.3800,98.0490
2026-09-25,29,2026-09-25T13:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-79.5910,11.3100,94.3880
2026-09-25,30,2026-09-25T13:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-83.1610,7.7400,90.8180
2026-09-25,31,2026-09-25T14:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-63.1440,23.4700,104.8090
2026-09-25,32,2026-09-25T14:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-55.8840,30.7300,112.0690
2026-09-25,33,2026-09-25T15:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-22.5860,44.7900,111.4860
2026-09-25,34,2026-09-25T15:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-20.0160,47.3600,114.0560
2026-09-25,35,2026-09-25T16:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,71.4080,117.3800,173.0350
2026-09-25,36,2026-09-25T16:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,68.5080,114.4800,170.1350
2026-09-25,37,2026-09-25T17:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,74.6860,123.9700,171.7460
2026-09-25,38,2026-09-25T17:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,68.0660,117.3500,165.1260
2026-09-25,39,2026-09-25T18:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,62.7760,97.0600,138.9370
2026-09-25,40,2026-09-25T18:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,51.8360,86.1200,127.9970
2026-09-25,41,2026-09-25T19:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,41.8500,74.5900,112.5780
2026-09-25,42,2026-09-25T19:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,23.8900,56.6300,94.6180
2026-09-25,43,2026-09-25T20:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,4.4390,35.6700,67.7120
2026-09-25,44,2026-09-25T20:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-8.9010,22.3300,54.3720
2026-09-25,45,2026-09-25T21:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-8.8680,16.0900,42.3540
2026-09-25,46,2026-09-25T21:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-11.8580,13.1000,39.3640
2026-09-25,47,2026-09-25T22:00:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-28.7510,0.1500,27.1920
2026-09-25,48,2026-09-25T22:30:00Z,2026-09-24T08:00:00Z,seasonal_naive,baseline,2026-09-24T14:16:11Z,-29.4010,-0.5000,26.5420
