settlement_date,settlement_period,start_time_utc,model_version,strategy,decision_price,charge_mw,discharge_mw,soc_mwh,created_at
2026-09-27,19,2026-09-27T08:00:00Z,model-v1,forecast_lgbm,80.7587,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,20,2026-09-27T08:30:00Z,model-v1,forecast_lgbm,76.6038,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,21,2026-09-27T09:00:00Z,model-v1,forecast_lgbm,70.3518,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,22,2026-09-27T09:30:00Z,model-v1,forecast_lgbm,60.4662,1.0000,0.0000,0.4743,2026-09-26T13:47:38Z
2026-09-27,23,2026-09-27T10:00:00Z,model-v1,forecast_lgbm,63.3342,0.0000,0.0000,0.4743,2026-09-26T13:47:38Z
2026-09-27,24,2026-09-27T10:30:00Z,model-v1,forecast_lgbm,59.0541,1.0000,0.0000,0.9487,2026-09-26T13:47:38Z
2026-09-27,25,2026-09-27T11:00:00Z,model-v1,forecast_lgbm,62.2171,0.2164,0.0000,1.0513,2026-09-26T13:47:38Z
2026-09-27,26,2026-09-27T11:30:00Z,model-v1,forecast_lgbm,61.0912,1.0000,0.0000,1.5257,2026-09-26T13:47:38Z
2026-09-27,27,2026-09-27T12:00:00Z,model-v1,forecast_lgbm,61.1357,1.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,28,2026-09-27T12:30:00Z,model-v1,forecast_lgbm,62.9928,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,29,2026-09-27T13:00:00Z,model-v1,forecast_lgbm,75.3562,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,30,2026-09-27T13:30:00Z,model-v1,forecast_lgbm,79.5535,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,31,2026-09-27T14:00:00Z,model-v1,forecast_lgbm,88.8823,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,32,2026-09-27T14:30:00Z,model-v1,forecast_lgbm,101.1217,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,33,2026-09-27T15:00:00Z,model-v1,forecast_lgbm,117.9539,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,34,2026-09-27T15:30:00Z,model-v1,forecast_lgbm,131.3839,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,35,2026-09-27T16:00:00Z,model-v1,forecast_lgbm,141.1201,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,36,2026-09-27T16:30:00Z,model-v1,forecast_lgbm,147.5962,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,37,2026-09-27T17:00:00Z,model-v1,forecast_lgbm,156.8659,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,38,2026-09-27T17:30:00Z,model-v1,forecast_lgbm,157.1597,0.0000,0.7947,1.5811,2026-09-26T13:47:38Z
2026-09-27,39,2026-09-27T18:00:00Z,model-v1,forecast_lgbm,159.0620,0.0000,1.0000,1.0541,2026-09-26T13:47:38Z
2026-09-27,40,2026-09-27T18:30:00Z,model-v1,forecast_lgbm,162.0415,0.0000,1.0000,0.5270,2026-09-26T13:47:38Z
2026-09-27,41,2026-09-27T19:00:00Z,model-v1,forecast_lgbm,159.6636,0.0000,1.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,42,2026-09-27T19:30:00Z,model-v1,forecast_lgbm,156.2450,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,43,2026-09-27T20:00:00Z,model-v1,forecast_lgbm,151.3944,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,44,2026-09-27T20:30:00Z,model-v1,forecast_lgbm,150.1013,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,45,2026-09-27T21:00:00Z,model-v1,forecast_lgbm,149.4037,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,46,2026-09-27T21:30:00Z,model-v1,forecast_lgbm,146.4267,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,47,2026-09-27T22:00:00Z,model-v1,forecast_lgbm,142.4807,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,48,2026-09-27T22:30:00Z,model-v1,forecast_lgbm,139.6428,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,1,2026-09-26T23:00:00Z,baseline,forecast_naive,4.1700,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,2,2026-09-26T23:30:00Z,baseline,forecast_naive,1.2100,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,3,2026-09-27T00:00:00Z,baseline,forecast_naive,-1.1400,0.1082,0.0000,0.0513,2026-09-26T13:47:38Z
2026-09-27,4,2026-09-27T00:30:00Z,baseline,forecast_naive,-1.6900,1.0000,0.0000,0.5257,2026-09-26T13:47:38Z
2026-09-27,5,2026-09-27T01:00:00Z,baseline,forecast_naive,-1.7800,1.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,6,2026-09-27T01:30:00Z,baseline,forecast_naive,0.0500,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,7,2026-09-27T02:00:00Z,baseline,forecast_naive,-0.6300,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,8,2026-09-27T02:30:00Z,baseline,forecast_naive,-0.4600,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,9,2026-09-27T03:00:00Z,baseline,forecast_naive,-0.4400,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,10,2026-09-27T03:30:00Z,baseline,forecast_naive,0.6100,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,11,2026-09-27T04:00:00Z,baseline,forecast_naive,10.3500,0.0000,0.0000,1.0000,2026-09-26T13:47:38Z
2026-09-27,12,2026-09-27T04:30:00Z,baseline,forecast_naive,20.4900,0.0000,1.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,13,2026-09-27T05:00:00Z,baseline,forecast_naive,11.6100,0.0000,0.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,14,2026-09-27T05:30:00Z,baseline,forecast_naive,10.5600,0.0000,0.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,15,2026-09-27T06:00:00Z,baseline,forecast_naive,7.9200,0.0000,0.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,16,2026-09-27T06:30:00Z,baseline,forecast_naive,9.3600,0.0000,0.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,17,2026-09-27T07:00:00Z,baseline,forecast_naive,7.7800,0.0000,0.0000,0.4730,2026-09-26T13:47:38Z
2026-09-27,18,2026-09-27T07:30:00Z,baseline,forecast_naive,13.6700,0.0000,0.8974,-0.0000,2026-09-26T13:47:38Z
2026-09-27,19,2026-09-27T08:00:00Z,baseline,forecast_naive,3.0700,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,20,2026-09-27T08:30:00Z,baseline,forecast_naive,1.1200,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,21,2026-09-27T09:00:00Z,baseline,forecast_naive,0.1100,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,22,2026-09-27T09:30:00Z,baseline,forecast_naive,-0.8700,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,23,2026-09-27T10:00:00Z,baseline,forecast_naive,-2.8600,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,24,2026-09-27T10:30:00Z,baseline,forecast_naive,-2.8100,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,25,2026-09-27T11:00:00Z,baseline,forecast_naive,-3.8200,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,26,2026-09-27T11:30:00Z,baseline,forecast_naive,-4.5200,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,27,2026-09-27T12:00:00Z,baseline,forecast_naive,-3.2300,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,28,2026-09-27T12:30:00Z,baseline,forecast_naive,-4.9900,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,29,2026-09-27T13:00:00Z,baseline,forecast_naive,-7.1900,0.2164,0.0000,0.1026,2026-09-26T13:47:38Z
2026-09-27,30,2026-09-27T13:30:00Z,baseline,forecast_naive,-11.8800,1.0000,0.0000,0.5770,2026-09-26T13:47:38Z
2026-09-27,31,2026-09-27T14:00:00Z,baseline,forecast_naive,-16.3400,1.0000,0.0000,1.0513,2026-09-26T13:47:38Z
2026-09-27,32,2026-09-27T14:30:00Z,baseline,forecast_naive,-12.1400,1.0000,0.0000,1.5257,2026-09-26T13:47:38Z
2026-09-27,33,2026-09-27T15:00:00Z,baseline,forecast_naive,-19.0300,1.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,34,2026-09-27T15:30:00Z,baseline,forecast_naive,38.1900,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,35,2026-09-27T16:00:00Z,baseline,forecast_naive,103.7000,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,36,2026-09-27T16:30:00Z,baseline,forecast_naive,134.1600,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,37,2026-09-27T17:00:00Z,baseline,forecast_naive,175.5700,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,38,2026-09-27T17:30:00Z,baseline,forecast_naive,179.7000,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,39,2026-09-27T18:00:00Z,baseline,forecast_naive,187.7100,0.0000,0.0000,2.0000,2026-09-26T13:47:38Z
2026-09-27,40,2026-09-27T18:30:00Z,baseline,forecast_naive,195.6500,0.0000,1.0000,1.4730,2026-09-26T13:47:38Z
2026-09-27,41,2026-09-27T19:00:00Z,baseline,forecast_naive,196.9100,0.0000,1.0000,0.9459,2026-09-26T13:47:38Z
2026-09-27,42,2026-09-27T19:30:00Z,baseline,forecast_naive,195.1300,0.0000,0.7947,0.5270,2026-09-26T13:47:38Z
2026-09-27,43,2026-09-27T20:00:00Z,baseline,forecast_naive,197.8300,0.0000,1.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,44,2026-09-27T20:30:00Z,baseline,forecast_naive,192.9100,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,45,2026-09-27T21:00:00Z,baseline,forecast_naive,180.2700,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,46,2026-09-27T21:30:00Z,baseline,forecast_naive,161.5400,0.0000,0.0000,-0.0000,2026-09-26T13:47:38Z
2026-09-27,47,2026-09-27T22:00:00Z,baseline,forecast_naive,162.1900,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
2026-09-27,48,2026-09-27T22:30:00Z,baseline,forecast_naive,151.0900,0.0000,0.0000,0.0000,2026-09-26T13:47:38Z
