settlement_date,settlement_period,start_time_utc,model_version,strategy,decision_price,charge_mw,discharge_mw,soc_mwh,created_at
2026-09-25,27,2026-09-25T12:00:00Z,model-v1,forecast_lgbm,130.3907,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,28,2026-09-25T12:30:00Z,model-v1,forecast_lgbm,130.0851,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,29,2026-09-25T13:00:00Z,model-v1,forecast_lgbm,133.0323,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,30,2026-09-25T13:30:00Z,model-v1,forecast_lgbm,134.6939,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,31,2026-09-25T14:00:00Z,model-v1,forecast_lgbm,137.3817,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,32,2026-09-25T14:30:00Z,model-v1,forecast_lgbm,139.5296,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,33,2026-09-25T15:00:00Z,model-v1,forecast_lgbm,147.6634,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,34,2026-09-25T15:30:00Z,model-v1,forecast_lgbm,153.7741,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,35,2026-09-25T16:00:00Z,model-v1,forecast_lgbm,160.4431,0.0000,0.0000,1.9459,2026-09-24T14:16:11Z
2026-09-25,36,2026-09-25T16:30:00Z,model-v1,forecast_lgbm,164.2711,0.0000,1.0000,1.4189,2026-09-24T14:16:11Z
2026-09-25,37,2026-09-25T17:00:00Z,model-v1,forecast_lgbm,167.5644,0.0000,1.0000,0.8918,2026-09-24T14:16:11Z
2026-09-25,38,2026-09-25T17:30:00Z,model-v1,forecast_lgbm,165.3540,0.0000,1.0000,0.3648,2026-09-24T14:16:11Z
2026-09-25,39,2026-09-25T18:00:00Z,model-v1,forecast_lgbm,162.8614,0.0000,0.6921,0.0000,2026-09-24T14:16:11Z
2026-09-25,40,2026-09-25T18:30:00Z,model-v1,forecast_lgbm,160.6694,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,41,2026-09-25T19:00:00Z,model-v1,forecast_lgbm,155.6721,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,42,2026-09-25T19:30:00Z,model-v1,forecast_lgbm,155.3570,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,43,2026-09-25T20:00:00Z,model-v1,forecast_lgbm,150.0409,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,44,2026-09-25T20:30:00Z,model-v1,forecast_lgbm,147.2512,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,45,2026-09-25T21:00:00Z,model-v1,forecast_lgbm,145.3054,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,46,2026-09-25T21:30:00Z,model-v1,forecast_lgbm,140.3835,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,47,2026-09-25T22:00:00Z,model-v1,forecast_lgbm,132.1412,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,48,2026-09-25T22:30:00Z,model-v1,forecast_lgbm,130.9920,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,1,2026-09-24T23:00:00Z,baseline,forecast_naive,121.6800,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,2,2026-09-24T23:30:00Z,baseline,forecast_naive,122.6400,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,3,2026-09-25T00:00:00Z,baseline,forecast_naive,120.2300,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,4,2026-09-25T00:30:00Z,baseline,forecast_naive,118.8800,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,5,2026-09-25T01:00:00Z,baseline,forecast_naive,117.9500,0.1082,0.0000,0.0513,2026-09-24T14:16:11Z
2026-09-25,6,2026-09-25T01:30:00Z,baseline,forecast_naive,120.5500,0.0000,0.0000,0.0513,2026-09-24T14:16:11Z
2026-09-25,7,2026-09-25T02:00:00Z,baseline,forecast_naive,115.1200,1.0000,0.0000,0.5257,2026-09-24T14:16:11Z
2026-09-25,8,2026-09-25T02:30:00Z,baseline,forecast_naive,117.1600,1.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,9,2026-09-25T03:00:00Z,baseline,forecast_naive,121.4100,0.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,10,2026-09-25T03:30:00Z,baseline,forecast_naive,123.4300,0.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,11,2026-09-25T04:00:00Z,baseline,forecast_naive,129.3500,0.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,12,2026-09-25T04:30:00Z,baseline,forecast_naive,140.7600,0.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,13,2026-09-25T05:00:00Z,baseline,forecast_naive,146.9800,0.0000,0.0000,1.0000,2026-09-24T14:16:11Z
2026-09-25,14,2026-09-25T05:30:00Z,baseline,forecast_naive,165.9400,0.0000,0.8974,0.5270,2026-09-24T14:16:11Z
2026-09-25,15,2026-09-25T06:00:00Z,baseline,forecast_naive,167.7800,0.0000,1.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,16,2026-09-25T06:30:00Z,baseline,forecast_naive,162.7000,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,17,2026-09-25T07:00:00Z,baseline,forecast_naive,136.0700,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,18,2026-09-25T07:30:00Z,baseline,forecast_naive,123.9200,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,19,2026-09-25T08:00:00Z,baseline,forecast_naive,102.5900,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,20,2026-09-25T08:30:00Z,baseline,forecast_naive,89.1900,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,21,2026-09-25T09:00:00Z,baseline,forecast_naive,60.9500,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,22,2026-09-25T09:30:00Z,baseline,forecast_naive,50.5500,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,23,2026-09-25T10:00:00Z,baseline,forecast_naive,16.0900,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
2026-09-25,24,2026-09-25T10:30:00Z,baseline,forecast_naive,7.6000,1.0000,0.0000,0.4743,2026-09-24T14:16:11Z
2026-09-25,25,2026-09-25T11:00:00Z,baseline,forecast_naive,9.5400,0.2164,0.0000,0.5770,2026-09-24T14:16:11Z
2026-09-25,26,2026-09-25T11:30:00Z,baseline,forecast_naive,8.8000,1.0000,0.0000,1.0513,2026-09-24T14:16:11Z
2026-09-25,27,2026-09-25T12:00:00Z,baseline,forecast_naive,9.4700,1.0000,0.0000,1.5257,2026-09-24T14:16:11Z
2026-09-25,28,2026-09-25T12:30:00Z,baseline,forecast_naive,10.3800,0.0000,0.0000,1.5257,2026-09-24T14:16:11Z
2026-09-25,29,2026-09-25T13:00:00Z,baseline,forecast_naive,11.3100,0.0000,0.0000,1.5257,2026-09-24T14:16:11Z
2026-09-25,30,2026-09-25T13:30:00Z,baseline,forecast_naive,7.7400,1.0000,0.0000,2.0000,2026-09-24T14:16:11Z
2026-09-25,31,2026-09-25T14:00:00Z,baseline,forecast_naive,23.4700,0.0000,0.0000,2.0000,2026-09-24T14:16:11Z
2026-09-25,32,2026-09-25T14:30:00Z,baseline,forecast_naive,30.7300,0.0000,0.0000,2.0000,2026-09-24T14:16:11Z
2026-09-25,33,2026-09-25T15:00:00Z,baseline,forecast_naive,44.7900,0.0000,0.0000,2.0000,2026-09-24T14:16:11Z
2026-09-25,34,2026-09-25T15:30:00Z,baseline,forecast_naive,47.3600,0.0000,0.0000,2.0000,2026-09-24T14:16:11Z
2026-09-25,35,2026-09-25T16:00:00Z,baseline,forecast_naive,117.3800,0.0000,1.0000,1.4730,2026-09-24T14:16:11Z
2026-09-25,36,2026-09-25T16:30:00Z,baseline,forecast_naive,114.4800,0.0000,0.7947,1.0541,2026-09-24T14:16:11Z
2026-09-25,37,2026-09-25T17:00:00Z,baseline,forecast_naive,123.9700,0.0000,1.0000,0.5270,2026-09-24T14:16:11Z
2026-09-25,38,2026-09-25T17:30:00Z,baseline,forecast_naive,117.3500,0.0000,1.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,39,2026-09-25T18:00:00Z,baseline,forecast_naive,97.0600,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,40,2026-09-25T18:30:00Z,baseline,forecast_naive,86.1200,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,41,2026-09-25T19:00:00Z,baseline,forecast_naive,74.5900,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,42,2026-09-25T19:30:00Z,baseline,forecast_naive,56.6300,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,43,2026-09-25T20:00:00Z,baseline,forecast_naive,35.6700,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,44,2026-09-25T20:30:00Z,baseline,forecast_naive,22.3300,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,45,2026-09-25T21:00:00Z,baseline,forecast_naive,16.0900,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,46,2026-09-25T21:30:00Z,baseline,forecast_naive,13.1000,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,47,2026-09-25T22:00:00Z,baseline,forecast_naive,0.1500,0.0000,0.0000,0.0000,2026-09-24T14:16:11Z
2026-09-25,48,2026-09-25T22:30:00Z,baseline,forecast_naive,-0.5000,0.0000,0.0000,-0.0000,2026-09-24T14:16:11Z
